epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
197506,Caroline ROOSE,France,Greens / EFA,[''],Rencontre sur la politique de la Pêche,Europêche,['PECH'],Bruxelles,Member,5/11/2019
197506,Caroline ROOSE,France,Greens / EFA,['Fonds européen pour les affaires maritimes et la pêche 2021–2027'],Réunion sur le futur FEAMP,Bloom,['PECH'],Strasbourg,Member,22/10/2019
197506,Caroline ROOSE,France,Greens / EFA,,Déjeuner de travail sur les enjeux de la transition énergétique au Maroc,"Conseil Régional de Casablanca, Agence Marocaine de l'Energie Solaire",,Bruxelles,Member,9/10/2019
197506,Caroline ROOSE,France,Greens / EFA,,Rencontre sur les droits des animaux,"Eurogroup for Animals, Welfarm",,Bruxelles,Member,9/10/2019
197506,Caroline ROOSE,France,Greens / EFA,"['', 'Accord de partenariat dans le secteur de la pêche entre la Communauté européenne et la République de Guinée Bissau (2019-2024)']",Réunion sur l'accord de pêche UE-Guinée Bissau,Brot für Die Welt,"['DEVE', 'PECH']",Bruxelles,Rapporteur,8/10/2019
197506,Caroline ROOSE,France,Greens / EFA,[''],Dîner de travail avec le Ministre français de l'Agriculture et de la Pêche,"Ministère français de l'Agriculture, Représentation permanente de la France auprès de l'UE",['PECH'],Bruxelles,Member,7/10/2019
197506,Caroline ROOSE,France,Greens / EFA,[''],Rencontre sur les politiques chinoise et européenne de la pêche.,"The Nature Conservation Europe, Ministère chinois de l'Agriculture",['PECH'],Bruxelles,Member,1/10/2019
197506,Caroline ROOSE,France,Greens / EFA,"['', 'Accord de partenariat dans le secteur de la pêche entre la Communauté européenne et la République de Guinée Bissau (2019-2024)']",Accord de pêche UE-Guinée Bissau,Coalition for Fair Fisheries Arrangements CFFA-CAPE,"['DEVE', 'PECH']",Bruxelles,Rapporteur,25/9/2019
197506,Caroline ROOSE,France,Greens / EFA,[''],Rencontre sur la politique de la Pêche,"Client Earth, Bloom",['PECH'],Bruxelles,Member,25/9/2019
197506,Caroline ROOSE,France,Greens / EFA,[''],Rencontre sur la Politique de la Pêche avec la CNPMEM,"Comité national des pêches maritimes et des élevages marins,",['PECH'],Bruxelles,Member,24/9/2019
197506,Caroline ROOSE,France,Greens / EFA,,Rencontre Plateforme Alsacienne pour la Palestine,Plateforme Alsacienne pour la Palestine,,Strasbourg,Member,18/9/2019
197506,Caroline ROOSE,France,Greens / EFA,,Situation politique en Israel et Palestine,"Institut Palestinien de diplomatie publique,",,Bruxelles,Member,12/9/2019
197506,Caroline ROOSE,France,Greens / EFA,[''],Rencontre avec les conseillers Pêche de la Représentation Permanente Française,"Représentation Permanente de la France auprès de l'UE,",['PECH'],Bruxelles,Member,11/9/2019
197506,Caroline ROOSE,France,Greens / EFA,,Meeting on individual Membership to the European Greens,"European Greens,",,Brussels,Member,2/9/2019
197709,Robert ROOS,Netherlands,ECR,['EIT'],EIT project Hardt Hyperloop,"Tim Houter, Tim Houter, Kees de Koning",['ITRE'],Delft,Shadow rapporteur,11/11/2019
197709,Robert ROOS,Netherlands,ECR,['EIT'],InnoEnergy KiC,Guillaume Gillet,['ITRE'],European Parlement Brussels,Shadow rapporteur,16/10/2019
197773,Bert-Jan RUISSEN,Netherlands,ECR,['CAP SP'],CAP,FACE,['AGRI'],Video meeting,Shadow rapporteur,26/5/2020
197773,Bert-Jan RUISSEN,Netherlands,ECR,['controleverordening visserij'],controleverordening visserij,VisNed,['PECH'],Krimpen aan den IJssel,Shadow rapporteur,17/3/2020
197773,Bert-Jan RUISSEN,Netherlands,ECR,['controleverordening visserij'],controleverordening visserij,Vissersbond,['PECH'],Krimpen aan den IJssel,Shadow rapporteur,6/3/2020
197773,Bert-Jan RUISSEN,Netherlands,ECR,['EU-Vietnam FTA'],upcoming ratification of the EU-Vietnam FTA,NIKE,['AFET'],Straatsburg,Shadow rapporteur,15/1/2020
197773,Bert-Jan RUISSEN,Netherlands,ECR,['CAP SP'],CAP,LTO Nederland,['AGRI'],Brussels,Shadow rapporteur,2/12/2019
197773,Bert-Jan RUISSEN,Netherlands,ECR,['controleverordening visserij'],controleverordening,CNPMEM,['PECH'],Brussels,Shadow rapporteur,12/11/2019
197773,Bert-Jan RUISSEN,Netherlands,ECR,['CAP SP'],CAP,GroentenFruit Huis,['AGRI'],Brussels,Shadow rapporteur,6/11/2019
197773,Bert-Jan RUISSEN,Netherlands,ECR,['CAP SP'],CAP,European Milk Board,['AGRI'],Brussels,Shadow rapporteur,9/10/2019
197773,Bert-Jan RUISSEN,Netherlands,ECR,['CAP SP'],CAP,Bioenergy Europe,['AGRI'],Brussels,Shadow rapporteur,2/10/2019
197500,Mounir SATOURI,France,Greens / EFA,['just transition fund'],fonds de transition juste,Caritas,['EMPL'],Bruxelles,Rapporteur,17/6/2020
197500,Mounir SATOURI,France,Greens / EFA,['Just transition Fund'],Fonds de transition juste,FEANTSA,['EMPL'],Bruxelles,Rapporteur,9/6/2020
197500,Mounir SATOURI,France,Greens / EFA,['Just Transition Fund'],Fond de transition juste,Client Earth,['EMPL'],Bruxelles,Rapporteur,25/3/2020
197500,Mounir SATOURI,France,Greens / EFA,['Just transition fund'],Fonds de transition juste,Institut Bruegel,['EMPL'],Bruxelles,Rapporteur,19/3/2020
197500,Mounir SATOURI,France,Greens / EFA,['Just Transition Fund'],Fonds de transition juste,Caritas,['EMPL'],Bruxelles,Rapporteur,18/3/2020
197500,Mounir SATOURI,France,Greens / EFA,['Just transition Fund'],Fonds de transition juste,CAN Europe,['EMPL'],Bruxelles,Rapporteur,17/3/2020
197500,Mounir SATOURI,France,Greens / EFA,[''],investissement d'impact,FINANSOL,['EMPL'],Paris,Member,9/3/2020
197500,Mounir SATOURI,France,Greens / EFA,[''],Désarmement nucléaire,ICAN,['AFET'],Paris,Member,14/2/2020
197500,Mounir SATOURI,France,Greens / EFA,[''],"Participation à la conférence ""Left behind: the state of Universal healthcare coverage in Europe""",Médecins du Monde,['EMPL'],Bruxelles,Member,11/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Droits sociaux des travailleurs de plateformes,Uber,['EMPL'],Bruxelles,Member,10/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Situation des droits de l'Homme en Palestine,EAPPI (Ecumenial Accompaniment programme in Palestine & Israël),['AFET'],Bruxelles,Member,10/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],"Participation à la conférence ""a green new deal for all Europeans?""",FEANTSA,['EMPL'],Bruxelles,Member,9/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Situation des droits de l'Homme en Libye,Human Rights Solidarity Organization,['AFET'],Bruxelles,Member,5/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Conférence santé et sécurité au travail,ETUI,['EMPL'],Bruxelles,Member,4/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Situation des droits de l'Homme au Maroc,Forum Alternatif Maroc,['AFET'],Bruxelles,Member,4/12/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Impact du new green deal sur les toutes petites entreprises,U2P Union des entreprises de proximité,['EMPL'],Bruxelles,Member,2/12/2019
197500,Mounir SATOURI,France,Greens / EFA,,Démocratie européenne,Association Espoir,,Strasbourg,Member,26/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Relations France-Inde,Ambassade d'Inde auprès de la France,['AFET'],Strasbourg,Member,25/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Droits des personnes handicapées,ENIL,['EMPL'],Bruxelles,Member,20/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Pilier social européen,CFDT,['EMPL'],Bruxelles,Member,19/11/2019
197500,Mounir SATOURI,France,Greens / EFA,,Relations UE-France,Représentation Permanente de la France auprès de l'UE,,Bruxelles,Member,18/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Situation des droits de l'Homme au Maroc,Forum alternatif Maroc,['AFET'],Paris,Member,15/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Situation des droits de l'Homme en Palestine,Plateforme des ONGs françaises pour la Palestine,['AFET'],Bruxelles,Member,14/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Mobilité verticale,"Collectif ""Plus sans ascenseur""",['EMPL'],Bruxelles,Member,13/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Révision de la directive sur les substances cancérogènes,ETUI,['EMPL'],Bruxelles,Member,13/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Droit international sur les armes nucléaires,ICAN,['AFET'],bruxelles,Member,12/11/2019
197500,Mounir SATOURI,France,Greens / EFA,['FSE +'],FEAD,Restau du coeur,['EMPL'],Bruxelles,Member,6/11/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Accès aux soins de santé,Médecins du Monde,['EMPL'],Bruxelles,Member,4/11/2019
197500,Mounir SATOURI,France,Greens / EFA,['Révision des règlements sur la coordination des systèmes de sécurité sociale (883/2004 et 987/2009)'],Coordination des systèmes de sécurité sociale,REIF,['EMPL'],Bruxelles,Member,4/11/2019
197500,Mounir SATOURI,France,Greens / EFA,,Accueil d'un groupe de jeunes,Secours Populaire,,Strasbourg,Member,22/10/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Situation des droits de l'Homme en Algérie,Défenseur des droits de l'Homme algérien,['AFET'],Strasbourg,Member,21/10/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Energies renouvelables au Maroc / coopération UE-Maroc,Ambassade du Maroc auprès de l'UE,['AFET'],Bruxelles,Member,8/10/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Droits des personnes handicapées,Vie Autonome,['EMPL'],Bruxelles,Member,1/10/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Anti-racisme,Ghett'up,['EMPL'],Bruxelles,Member,24/9/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Conférence de presse sur les armes nucléaires,ICAN,['AFET'],Paris,Member,23/9/2019
197500,Mounir SATOURI,France,Greens / EFA,[''],Campagne contre les bombardements civils,Handicap International,['AFET'],Strasbourg,Member,19/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Attaché aus dem österreichischen BMSK,,Vienna,Member,20/2/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,International Union of Tenants (IUT),,Brussels,Member,19/2/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Civil Society Activist from North Macedonia,,Brussels,Member,19/2/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Friedrich-Ebert-Stiftung,,Brussels,Member,18/2/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Embassy of Israel in Brussels,,Brussels,Member,6/2/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Embassy of Cuba in Brussels,,Brussels,Member,6/2/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,UNIDO,,Brussels,Member,4/2/2020
197670,Andreas SCHIEDER,Austria,S&D,['Services in the internal market: notification procedure for authorisation schemes and requirements related to services 2016/0398(COD)'],Services Notification Procedure,SPAR Business Services GmbH,['IMCO'],Brussels,Rapporteur,29/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Führungskräfte des ö. Dienstes,,Brussels,Member,21/1/2020
197670,Andreas SCHIEDER,Austria,S&D,[''],Exchange of views,Oesterrechische Botschaft Skopje,['AFET'],Skopje,Member,19/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,VertreterInnen Sozialdemokratische Liga Mazedoniens,,Nordmazedonien,Member,18/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Österreichischer Botschafter in Nordmazedonien,,Nordmazedonien,Member,18/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Parlamentarische VertreterInnen Nordmazedonien,,Nordmazedonien,Member,18/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,VertreterInnen VMRO-DPMNE,,Nordmazedonien,Member,17/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,RegierungsvertreterInnen Nordmazedonien,,Nordmazedonien,Member,17/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,RegierungsvertreterInnen Nordmazedonien,,Nordmazedonien,Member,17/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,VertreterInnen Sozialdemokratische Liga Mazedoniens,,Nordmazedonien,Member,17/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,EU Delegation to the Republic of North Macedonia,,Nordmazedonien,Member,17/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Verbindungsbüros des EPs in Wien,,Strasbourg,Member,15/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,European Armenian federation for Justice and Democracy,,Strasbourg,Member,14/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,PEOPLES' DEMOCRATIC PARTY - Representative for the European Institutions in Strasbourg,,Strasbourg,Member,14/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Mission of P.R. China to the European Union,,Strasbourg,Member,14/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Facebook,,Strasbourg,Member,14/1/2020
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,"Ambassador from Kosovo in Strasbourg,",,Strasbourg,Member,16/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,RegierungsvertreterInnen Nordmazedonien,,Brussels,Member,12/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Vertreterin der Demokratischen Partei Kurdistans-Iran,,Brussels,Member,12/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,EU-Delegation Skopje,,Brussels,Member,12/12/2019
197670,Andreas SCHIEDER,Austria,S&D,['Services in the internal market: notification procedure for authorisation schemes and requirements related to services 2016/0398(COD)'],Services Notification Procedure,"Deutsches Bundesministerium des Inneren, für Bau und Heimat",['IMCO'],Brussels,Rapporteur,11/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,EWSA,,Brussels,Member,11/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Vertreterin der Demokratischen Partei Kurdistans-Iran,,Brussels,Member,11/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Wirtschaftskammer Österreich,,Brussels,Member,11/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Vertreterin der Demokratischen Partei Kurdistans-Iran,,Brussels,Member,11/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,RegierungsvertreterInnen Nordmazedonien,,Brussels,Member,10/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Ständige Vertretung Österreichs bei der Europäischen Union,,Brussels,Member,5/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,RegierungsvertreterInnen Nordmazedonien,,Brussels,Member,4/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,"Gewerkschaft der Privatangestellten, Druck, Journalismus, Papier",,Brussels,Member,4/12/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Party of European Socialists,,Brussels,Member,30/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Vier Pfoten,,Brussels,Member,21/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Österreichische Notariatskammer,,Brussels,Member,13/11/2019
197670,Andreas SCHIEDER,Austria,S&D,['Services in the internal market: notification procedure for authorisation schemes and requirements related to services 2016/0398(COD)'],Services Notification Procedure,Ausschuss der Regionen,['IMCO'],Brussels,Rapporteur,12/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,European Railway,Wirtschaftskammer Österreich,,Brussels,Member,12/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Protect our Winters,,Vienna,Member,8/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Österreichische Botschaft Brüssel,,Brussels,Member,6/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views local politics,Österreichischer Städtebund,,Brussels,Member,5/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,Migration policy,International Centre for Migration Policy Development (ICMPD),,Brussels,Member,4/11/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",European Commission – DG NEAR,,Strasbourg,Member,23/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,Reception,Vertretung des Freistaates Bayern bei der Europäischen Union,,Brussels,Member,16/10/2019
197670,Andreas SCHIEDER,Austria,S&D,['Services in the internal market: notification procedure for authorisation schemes and requirements related to services 2016/0398(COD)'],Services Notification Procedure,Deutscher Städtetag,['IMCO'],Brussels,Rapporteur,15/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",OMV Aktiengesellschaft,,Brussels,Member,10/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Ständige Vertretung Österreichs bei der Europäischen Union,,Brussels,Member,8/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Energie Burgenland,,Brussels,Member,8/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",Mission de la Suisse auprès de l’Union Européenne,,Brussels,Member,8/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of Views,ÖGB - Österreichischer Gewerkschaftsbund,,Brussels,Member,2/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,Introductory Meeting,Embassy of North Macedonia,,Brussels,Member,2/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,Introductory Meeting,Embassy of Iran,,Brussels,Member,2/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",Bahá'í International Community - Brussels,,Brussels,Member,2/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",epicenter.works,,Brussels,Member,2/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",ECRE - Council on Refugees and Exiles,,Brussels,Member,1/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",GIZ - Deutsche Gesellschaft für internationale Zusammenarbeit,,Brussels,Member,1/10/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",UITP - International Association of Public Transport,,Brussels,Member,26/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,Reception,Green 10,,Brussels,Member,24/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,Introductory Meeting,Österreichisches Generalkonsulat in Straßburg,,Strasbourg,Member,18/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of Views,ÖBB - Österreichische Bundesbahnen,,Vienna,Member,13/9/2019
197670,Andreas SCHIEDER,Austria,S&D,['Services in the internal market: notification procedure for authorisation schemes and requirements related to services 2016/0398(COD)'],Services Notification Procedure,Österreichischer Städtebund,['IMCO'],Brussels,Rapporteur,11/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",ECDHR,,Brussels,Member,10/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",CARE International,,Brussels,Member,10/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",BEUC - European Consumer Organisation,,Brussels,Member,10/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV",Verband öffentliche Wirtschaft und Gemeinswirtschaft,,Brussels,Member,10/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,"Introductory Meeting, EoV","Raiffeisenlandesbank Oberösterreich, Raiffeisen Bank International",,Brussels,Member,10/9/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,Party of European Socialists,,Vienna,Member,28/8/2019
197670,Andreas SCHIEDER,Austria,S&D,['Services in the internal market: notification procedure for authorisation schemes and requirements related to services 2016/0398(COD)'],Services Notification Procedure,Österreichischer Städtebund in der Ständigen Vertretung Österreichs bei der EU,['IMCO'],Brussels,Rapporteur,24/7/2019
197670,Andreas SCHIEDER,Austria,S&D,,Reception,DBG - Deutscher Gewerkschaftsbund,,Brussels,Member,23/7/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,DGB - Deutscher Gewerkschaftsbund,,Strasbourg,Member,18/7/2019
197670,Andreas SCHIEDER,Austria,S&D,,Exchange of views,European Jewish Congress,,Strasbourg,Member,18/7/2019
197670,Andreas SCHIEDER,Austria,S&D,,Introductory Meeting,Österreichiche Vertretung in Brüssel,,Strasbourg,Member,17/7/2019
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Civil liability regime for AI'],Artificial intelligence,"FME NL - consultation with KPN, Bosch, Datameister & Machine2Learn",['JURI'],Brussels - digital meeting,Member,2/7/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Implementation report defence directives 2009/81/EC and 2009/43/EC'],Defence procurement,Exchange of views experts - IAI and ASD,['IMCO'],Brussels - digital meeting,Shadow rapporteur,23/6/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Opinion SME Strategy'],SME Strategy,MKB Nederland,['IMCO'],Amsterdam - digital meeting,Rapporteur,14/5/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Civil liability regime for AI'],Civil liability regime for AI,University of Utrecht,['JURI'],Amsterdam - digital meeting,Shadow rapporteur,12/5/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Opinion SME Strategy'],SME Strategy,SME United,['IMCO'],Amsterdam - digital meeting,Rapporteur,8/5/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Civil liability regime for AI'],Civil liability regime for AI,BusinessEurope,['JURI'],Amsterdam - digital meeting,Shadow rapporteur,6/5/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Civil liability regime for AI'],Civil liability regime for AI,"Considerati, University of Tilburg",['JURI'],Amsterdam - digital meeting,Shadow rapporteur,24/4/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Implementation report defence Directives 2009/81/EC and 2009/43EC'],Defence procurement,Damen Shipyards,['IMCO'],Amsterdam - digital meeting,Shadow rapporteur,9/4/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Implementation report defence directives 2009/81/EC and 2009/43/EC'],Defence procurement,NIDV,['IMCO'],Amsterdam - digital meeting,Shadow rapporteur,7/4/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Civil liability regime for AI'],Civil liability regime for AI,PacMed,['JURI'],Amsterdam,Shadow rapporteur,6/3/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Civil liability regime for AI'],Civil liability regime for AI,Innovation Center for Artificial Intelligence (ICAI),['JURI'],Amsterdam,Shadow rapporteur,6/3/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Representative actions for the protection of the collective interests of consumers'],Collective redress,VNO-NCW,['JURI'],European Parliament,Shadow rapporteur,22/1/2020
197869,Liesje SCHREINEMACHER,Netherlands,RE,['Representative actions for the protection of the collective interests of consumers'],Collective redress,Bureau Européen des Unions de Consommateurs (BEUC),['JURI'],European Parliament,Shadow rapporteur,9/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Intelligence artificielle,France digitale,['JURI'],Paris,Rapporteur,27/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,"['Cadre des aspects éthiques de l’intelligence artificielle, de la robotique et des technologies y afférentes']",Intelligence artificielle et mise en oeuvre du Règlement général sur la protection des données,Criteo,['JURI'],Paris,Shadow rapporteur,21/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Gestionnaires de crédits et acheteurs de crédits'],"Projet de directive sur les gestionnaires de crédit, les acheteurs de crédit et le recouvrement de garantie.",Conseil Supérieur du Notariat,['ECON'],Parlement européen,Member,20/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Statut de société européenne,Alliance for Societas Europaea Promotion (ASEP),['JURI'],Parlement européen,Member,20/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Législation sur les services numériques: adaptation des règles de droit commercial et civil pour les entités commerciales opérant en ligne'],Digital services act,Fédération européenne de l'édition,['JURI'],Bruxelles,Member,19/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Intelligence artificielle,Ingka Group,['JURI'],Parlement européen,Rapporteur,17/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Intelligence artificielle,ACT Association of commercial television in Europe,['JURI'],Parlement européen,Rapporteur,12/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,"['Cadre des aspects éthiques de l’intelligence artificielle, de la robotique et des technologies y afférentes']",Intelligence artificielle,"Première ligue, Olympique Lyonnais",['JURI'],Parlement européen,Shadow rapporteur,6/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Législation sur les services numériques: adaptation des règles de droit commercial et civil pour les entités commerciales opérant en ligne'],Règlementation des services numériques,Google,['JURI'],Parlement européen,Member,5/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Souveraineté numérique,"MEDEF, Prism'Emploi, Solocal, Fédération des industries mécaniques, Syntec Numérique, Alliance française des industries du numérique, Tech in France, Atos, Dassault systemes",['JURI'],Parlement européen,Member,5/2/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Propriété intellectuelle,"European Newspaper Publishers' Association, The European Magazine Media Association",['JURI'],Parlement européen,Rapporteur,30/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Propriété intellectuelle,Office de l'Union européenne pour la propriété intellectuelle,['JURI'],Parlement européen,Rapporteur,29/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Propriété intellectuelle,Institut national de la propriété intellectuelle,['JURI'],Parlement européen,Rapporteur,28/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Législation sur les services numériques: adaptation des règles de droit commercial et civil pour les entités commerciales opérant en ligne'],Digital services act,FEVAD Fédération du e-commerce et de la vente à distance,['JURI'],Parlement européen,Member,23/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Droits voisins et intelligence artificielle,Google,['JURI'],Parlement européen,Member,22/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Les droits de propriété intellectuelle pour le développement des technologies liées à l’intelligence artificielle'],Propriété intellectuelle,GESAC The European author's societies,['JURI'],Parlement européen,Rapporteur,22/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,['Législation sur les services numériques: adaptation des règles de droit commercial et civil pour les entités commerciales opérant en ligne'],Digital Services Act,"Bouygues Europe, TF1",['JURI'],Parlement européen,Member,21/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Promotion des champions européens du secteur de la musique en ligne,"Digital Music Europe, Spotify, Deezer",['JURI'],Parlement européen,Member,21/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,,Diplomatie,Vice-maire de Guangzhou,,Guangzhou,Member,10/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,,Energie,Centrale nucléaire de la baie de Daya,,Shenzhen,Member,9/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,,Litiges en assurance,Ping an smart city,,Shenzhen,Member,9/1/2020
197508,Stéphane SÉJOURNÉ,France,RE,[''],Droit d'auteur,Eurocinéma,['JURI'],Bruxelles,Member,8/1/2020
