mep,epid,group,country,lobbyists,dossier,committees,role,title,location,date
Jutta PAULUS,197466,Greens / EFA,Germany,Wind Europe,[''],['ITRE'],Member,Renewable Energy,Brussels,03/09/2019
Jutta PAULUS,197466,Greens / EFA,Germany,Seas At Risk vzw (SAR),[''],['ENVI'],Member,"exchange of views on future work for a healthier ocean (fisheries, biodiversity and marine pollution)",Brussels,24/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,European Forum for Renewable Energy Sources (EUFORES),"['', '']","['ENVI', 'ITRE']",Member,Information about EUFORES activities,Brussels,24/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,ALTERTOX,[''],['ENVI'],Member,exchange of views on priorities for the coming term,Brussels,22/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,European Federation of Pharmaceutical Industries and Associations (EFPIA),[''],['ENVI'],Member,exchange of views on ENVI Committee priorities in the area of health,Strasbourg,18/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,The European Association for the Promotion of Cogeneration (COGEN Europe),"['', '']","['ENVI', 'ITRE']",Member,exchange of views on cogeneration and priorities in energy and climate change for 2019-2024,Strasbourg,17/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,EUROGAS aisbl (Eurogas),"['', '']","['ENVI', 'ITRE']",Member,exchange of views on Eurogas’ priorities and positions in view of the 2020 gas package,Strasbourg,17/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,LightingEurope (LE),[''],['ITRE'],Member,exchange of views on lighting industry in Europe,Strasbourg,17/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,European Association Automotive Suppliers (CLEPA),[''],['ITRE'],Member,"exchange of views on the role played by suppliers in the automotive industry, and to solutions to new forms of mobility",Strasbourg,17/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,Eurelectric aisbl,[''],['ITRE'],Member,exchange of views on Decarbonised electricity,Strasbourg,16/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,WWF European Policy Programme (WWF EPO),[''],['ENVI'],Member,exchange of views on European environmental policies in the 9th parliamentary term,Strasbourg,16/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,European Energy Forum (EEF),[''],['ITRE'],Member,Energy Dinner with commissioner Canete “Building on the last 5 years of energy policy to shape the future”,Strasbourg,15/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,Verbraucherzentrale Bundesverband,[''],['ENVI'],Member,exchange of views on consumer rights,Brussels,09/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,RWE AG,[''],['ITRE'],Member,"RWE Talk ""Power-to-X – wie heben wir die Potenziale?""",Brussels,09/07/2019
Jutta PAULUS,197466,Greens / EFA,Germany,Renovate Europe Campaign,[''],['ITRE'],Member,exchange of views on renovation and energy renovation,Strasbourg,03/07/2019
Kris PEETERS,197420,EPP,Belgium,Members EU-Turkey Forum,"[""Debate 'EU-Turkey relations under the German Presidency: a breakthrough opportunity?'""]",['AFET'],Member,Debate EU-Turkey Forum - EU-Turkey relations,Onlinemeeting,16/07/2020
Kris PEETERS,197420,EPP,Belgium,TÜSIAD (Turkish Industry and Business Association),['EU-Turkey relations'],['AFET'],Member,EU-Turkey relations,Onlinemeeting,16/07/2020
Kris PEETERS,197420,EPP,Belgium,Microsoft,,,Member - Covid-related topics,Microsoft EU Government Affairs - Covid-related topics,Onlinemeeting,16/07/2020
Kris PEETERS,197420,EPP,Belgium,Stichting Nederlandse Industrie voor Defensie en Veiligheid (NIDV),['Implementatierapport Defensie'],['IMCO'],Rapporteur,Implementatierapport Defensie,Onlinemeeting,25/06/2020
Kris PEETERS,197420,EPP,Belgium,"Facebook, Confederation of Swedish Entreprise, Centre for Information & Policy Leadership, DG CNECT","['Facebook Roundtable ""\'Future of AI Regulation: Risk Assessment\'']",['LIBE'],Member,Facebook EU Conversations/Roundtable 'Future of AI Regulation: Risk Assessment',Onlinemeeting,23/06/2020
Kris PEETERS,197420,EPP,Belgium,Arcelor Mittal,['EU Safeguard Review'],['IMCO'],Member,EU Safeguard Review,Onlinemeeting,09/06/2020
Kris PEETERS,197420,EPP,Belgium,"Ministery of Foreign Affairs Turkey, EU Commission, UNHR, The Antalya Diplomacy Fourm and the International Centre for Migration Policy Development",['The Situation of Refugees and other Displaced Persons during the Pandemic: The Need for International Cooperation'],['LIBE'],Member,Virtual event Antalya Diplomacy Forum in Partnership with the International Cente for Migration Policy Development,Onlinemeeting,09/06/2020
Kris PEETERS,197420,EPP,Belgium,Data Innovation Centre Brussels,"['Digital Services Act, Opening statement']",['LIBE'],Rapporteur,Roundtable Data Innovation Centre Brussels - DSA,Onlinemeeting,05/06/2020
Kris PEETERS,197420,EPP,Belgium,Facebook,['Digital Services Act'],['LIBE'],Rapporteur,"Facebook, Digital Services Act",Onlinemeeting,28/05/2020
Kris PEETERS,197420,EPP,Belgium,"UCLL, studenten en docenten","['Welkom en toelichting mbt ""European legal issues and challenges within the International Market, anno 2020""']",['IMCO'],Member,"Bezoek UCLL aan het EP in het kader van de ""International Law Week""",ASP,02/03/2020
Kris PEETERS,197420,EPP,Belgium,Agoria,"['Implementation Report on the "" Implementation of Directive 2009/81/EC, concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products""']",['IMCO'],Rapporteur,"Implementation Report on the "" Implementation of Directive 2009/81/EC, concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products""",European Parliament,02/03/2020
Kris PEETERS,197420,EPP,Belgium,"Eurojust, MEP's (B)","[""Introcuction meeting to the Belgian MEP's""]",['LIBE'],Member,Meeting Eurojust,ASP,21/02/2020
Kris PEETERS,197420,EPP,Belgium,LVMH,"['Meeting LVMH, Digital Services Act - future digital agenda']",['IMCO'],Member,Meeting LVMH (Moët Hennesy Louis Vuitton),ASP,20/02/2020
Kris PEETERS,197420,EPP,Belgium,"Politika, MEP's",,,Member - Deelname Groot Kopstukkendebat,"Groot Kopstukkendebat 2020 Politika ""European defence""",KULeuven,19/02/2020
Kris PEETERS,197420,EPP,Belgium,"SAAB, NAVO, Security and defence specialists ann institutional representatives from EU institutions and the private sector",,,"Member - 13th SAAB Annual EU Seminar "" Global value chairs in the European defence sector""",13th SAAB Annual EU Seminar,"Royal Museum of Art & History, Brussels",18/02/2020
Kris PEETERS,197420,EPP,Belgium,Eurojust,"['Bezoek aan Eurojust, introductie en gedachtewisseling']",['LIBE'],Member,Bezoek Eurojust,"Den Haag, Nederland",14/02/2020
Kris PEETERS,197420,EPP,Belgium,Politieke en bedrijfswereld België,,,Member - Viering 125 jaar VBO in aanwezigheid van Koning Filip,Viering 125 VBO (Verbond van Belgische Ondernemingen),"BOZAR, Brussel",13/02/2020
Kris PEETERS,197420,EPP,Belgium,Studenten & docenten UCLL,,,Member - Welkomstwoord MEP,"UCLL (University Colleges Leuven-Limburg), Bezoek Bachelorstudenten ""Rechtspraktijk"" aan het EP",EP Straatsburg,12/02/2020
Kris PEETERS,197420,EPP,Belgium,"ProbusVauban Menen, MEP's",,,Member - Welkomstwoord MEP,Studiebezoek Vereniging ProbusVauban Menen,EP,04/02/2020
Kris PEETERS,197420,EPP,Belgium,BFG-FBP & ELCA,,,Member - Welkomstwoord,"Bezoek Europees Parlement Belgische Federatie Groenvoorzieners (BFG-FBEP), The European Landscape Contractors Association (ELCA)",EP/PHS,31/01/2020
Kris PEETERS,197420,EPP,Belgium,Ministerie van Defensie - België,"['Implementation Report on the "" Implementation of Directive 2009/81/EC, concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products""']",['IMCO'],Rapporteur,"Implementation Report on the "" Implementation of Directive 2009/81/EC, concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products""",Ministerie van Defensie - België,31/01/2020
Kris PEETERS,197420,EPP,Belgium,"UNIZO, BELGAPOM/VEGEBE, Horeca Vlaanderen, BFA, Belgische Keurslagers, FTB, Bakkers Vlaanderen, Vishandelaars, FENAVIAN","['Overlegplatform ""Food"" - Toelichting dossier ""Unfair Trade Practices""']",['AGRI'],Member,"Overlegplatform ""Food""","UNIZO, Brussel",31/01/2020
Kris PEETERS,197420,EPP,Belgium,Arcelor Mittal,['Carbon Border Adjustment'],['IMCO'],Member,Meeting Arcelor Mittal,ASP,30/01/2020
Kris PEETERS,197420,EPP,Belgium,"Friends of Europe, several invitees","['Dinner invitation ""The transatlantic security relationship in the wake of the London NATO meeting, Brexit and the Middle East Crises']",['AFET'],Member,Dinner Friends of Europe,"Stanhope Hotel, Brussels",28/01/2020
Kris PEETERS,197420,EPP,Belgium,"Hong Kong Economic & Trade Office, Belgium Hong Kong Society, several invitees","['New Year Reception, toast MEP on the VIP-stage']",['AFET'],Member,New Year Reception Hong Kong Economic & Trade Office & Belgium Hong Kong Society,"Tangla Hotel, Brussels",28/01/2020
Kris PEETERS,197420,EPP,Belgium,"FEBIAC, Car-Pass vew","['EP-resolutie ""Tellerfraude""']",['IMCO'],Member,"Meeting FEBIAC, Car-Pass vzw",ASP,24/01/2020
Kris PEETERS,197420,EPP,Belgium,Medewerkers Wilfried Martens Centre for European Studies,['Kennismaking en gedachtewisseling'],['LIBE'],Member,Plaatsbezoek,"Wilfried Martens Centrum, Brussel",23/01/2020
Kris PEETERS,197420,EPP,Belgium,Several invitees,,,Member - Reception to celebrate New Year and the 1st anniversary of the entry into force of the Japan-EU Economic Partnership Agreement,Reception,Mission of Japan to the EU,23/01/2020
Kris PEETERS,197420,EPP,Belgium,"Representatives EU Member States, the EU Institutions, the European Space Agency, The National Space Agencies and the European industry, IAF and CNES",,,Member - High-Level lunch,12th European Space Conference / International Astronautical Federation (IAF) & Centre Nationales d'Etudes Spatiales (CNES),"Egmont Palace, Brussels",21/01/2020
Kris PEETERS,197420,EPP,Belgium,"Belgische NGO""s","['Introductiemeeting en gedachtewisseling (prioriteiten Syrië en buurlanden, Israël/Palestina en Jemen)']",['AFET'],Member,Ontmoeting Belgische NGO's,ASP,17/01/2020
Kris PEETERS,197420,EPP,Belgium,FEBIAC,"['Werkbezoek: rondleiding Autosalon + gedachtewisseling Europese dossiers, uitdagingen/ambities autosector']",['IMCO'],Member,Werkbezoek Autosalon,"Heizel, Brussel",17/01/2020
Kris PEETERS,197420,EPP,Belgium,Misson of China to the EU,"['Introduction meeting, exchange of views']",['AFET'],Member,Meeting Mission of China to the EU,EP Strasbourg,16/01/2020
Kris PEETERS,197420,EPP,Belgium,Delegation NIKE,"['Introduction meeting, Ratification EU-Vietnam FTA']",['AFET'],Member,Meeting NIKE,EP Strasbourg,15/01/2020
Kris PEETERS,197420,EPP,Belgium,Delegation JPC,['Exchange of views on EU-Turkey relations and developments in the region'],['AFET'],Member,Meeting EU-Turkey Joint Parliamentary Committee (JPC),EP Strasbourg,14/01/2020
Kris PEETERS,197420,EPP,Belgium,"Koninklijk Hoger Instituut v. Defensie, Egmont Instituut, Officieren en birgers van Defensie, senior managers van overheidsdiensten en bedrijfs-, politieke en academische wereld",,,"Member - Het houden van een voordracht met als titel ""Hoe kan het Europees Parlement mee bouwen aan de Europese defensie""","Hoge Studies Veiligheid & Defensie - 15de sessie 2019-2020 - Seminarie ""De Europese Unie""",Koinklijke Militaire School Brussel,10/01/2020
Kris PEETERS,197420,EPP,Belgium,European Passengers' Federation,"['Meeting ter introductie, prioriteiten EP, recast passagiersrechten, transparantie luchtvaartsector']",['IMCO'],Member,Meeting European Passengers' Federation,ASP,10/01/2020
Kris PEETERS,197420,EPP,Belgium,"FEMA, FIM en LOGOS","['Introductiemeeting, White Paper for Transport, Motor Insurance Directive (Richtlijn 2009/103/EG), veilige en duurzame mobiliteit']",['IMCO'],Member,"Meeting Federation of European Motorcyclists' Associations (FEMA), FIM Europe & LOGOS",ASP,07/01/2020
Kris PEETERS,197420,EPP,Belgium,"U.S. and EU representatives, City of Bastogne, Belgian officials, veterans, German representatives",,,Member - 75th Anniversary of the 'Battle of the Bulge' - Commemoration,75th Anniversary of the 'Battle of the Bulge'/Nuts Day,Bastogne,14/12/2019
Kris PEETERS,197420,EPP,Belgium,AJC and TAI,,,Member - Exchange of views - issues of common interest,Meeting American-Jewish Committee (AJC) & Transatlantic Institute Brussels (TAI),ASP,13/12/2019
Kris PEETERS,197420,EPP,Belgium,"Epilog, Bothrs, EagleBE, Watt Factory, Beweging.net, Stadsbestuur Nazareth, Gemeenteraad Sint-Niklaas, MEP",,,Member - Meeting Smart Cities,Meeting delegations - Smart Cities,ASP,12/12/2019
Kris PEETERS,197420,EPP,Belgium,"EBS, EU/NATO officials, experts, think tanks, defence industruy representatives, media",,,Member - Opening/Keynote at EBS' 'Moving forward towards European Defence integration - who's next for the new Commission',European Business Summit (EBS),"Egmont Palace, Brussels",10/12/2019
Kris PEETERS,197420,EPP,Belgium,Hubertusvereniging Vlaanderen,,,"Member - Heroprichting Intergroup ""Hunting, Biodiversity and Countryside""",Meeting Hubertusvereniging Vlaanderen,ASP,10/12/2019
Kris PEETERS,197420,EPP,Belgium,Sant' Egidio,,,"Member - Conferentie mbt humanitaire corridors, deelname aan 2de paneldebat",Conferentie Sant 'Egidio,"EU Thon Hotel, Brussel",04/12/2019
Kris PEETERS,197420,EPP,Belgium,"WTO, members IMCO Committee, Samsung Electronics","['Working lunch, debate on the new EU industrial & digital sovereignity ambitions impelled by President U. Von Der Leyen']",['IMCO'],Member,"Working lunch WTO, hosted by Samsung Electronics","Stanhope Hotel, Brussels",04/12/2019
Kris PEETERS,197420,EPP,Belgium,"Freshfel, leading industry stakeholders, MEP's",,,Member - Cocktail reception Freshfel,Cocktail reception Freshfel,Member's Salon Brussels,02/12/2019
Kris PEETERS,197420,EPP,Belgium,"Studenten en docenten Artesis Plantijn Hogeschool Antwerpen, MEP's",,,Member - Debat en interview in verband met het Europees project van de Hogeschool,Bezoek studenten Journalistiek Artesis Plantijn Hogeschool Antwerpen,EP Straatsburg,27/11/2019
Kris PEETERS,197420,EPP,Belgium,AmCham,,,Member - AmCham - sharing views Security and Defence Committee,Meeting AmCham,Member's Bar Strasbourg,27/11/2019
Kris PEETERS,197420,EPP,Belgium,Studenten en docenten Journalistiek Artesis Plantijn Hogeschool Antwerpen,,,Member - Debat en interview in verband met hun Europees project Journalistiek,Meeting Artesis Plantijn Hogeschool Antwerpen in het kader van hun bezoek aan EP Staatsburg,EP Straatsburg,27/11/2019
Kris PEETERS,197420,EPP,Belgium,Members EU Harmonization Committee and JPC,['Exchange of views on EU-Turkey relations'],['AFET'],Member,Meeting EU Harmonization Committee of the Grand National Assembly of Turkey and EU-Turkey Joint Parliamentary Committee (JPC),MEP Salon Strasbourg,27/11/2019
Kris PEETERS,197420,EPP,Belgium,Members European Solidarity Political Party Ukraine,,,Member - Meeting members European Solidarity Political Party during their Internship of the Robert Schuman Foundation in the EPP-Group - exchange of views,"Meeting members of ""European Solidarity Political Party"" Ukraine",EP Strasbourg,27/11/2019
Kris PEETERS,197420,EPP,Belgium,"Transatlantic Policy Network, US Embassy Brussels, MEP's",,,Member - US Embassy Alumni Thanksgiving dinner in partnership with the Transalantic Policy Network,Dinner meeting Transatlantic Policy Network and US Embassy Brussels,"L'Atelier, Brussels",18/11/2019
Kris PEETERS,197420,EPP,Belgium,"Members of EIBM, LIBE Committee, Frontex, MEP's",['EIBM-Seminar on multiannual strategic policy cycle for European integrated border mamangement'],['LIBE'],Member,EIBM-Seminar,Council of Europe,18/11/2019
Kris PEETERS,197420,EPP,Belgium,Business Europe and MEP's,,,"Member - High-Level dinner Business Europe - Parliamentary Evening with debate on their flagship publication ""Prosperity. People. Planet.""",High Level dinner meeting Business Europe,"MEP Salon, Brussel",13/11/2019
Kris PEETERS,197420,EPP,Belgium,"VLEVA, MEP's",,,"Member - Gedachtewisseling met het Vlaamse middenveld, toelichting prioriteiten",High-Level lunch VLEVA,"MEP Salon, Brussel",08/11/2019
Kris PEETERS,197420,EPP,Belgium,Interel,['Bespreking IMCO-dossiers'],['IMCO'],Member,Meeting Interel,ASP,07/11/2019
Kris PEETERS,197420,EPP,Belgium,Turkish-Cypriotic Parliamentary Delegation,['Meeting focused on the recent development regarding Cyprus on the occasion of their working visit to Brussels'],['AFET'],Member,Meeting Turkish-Cypriotic Parliamentary Delegation,ASP,07/11/2019
Kris PEETERS,197420,EPP,Belgium,Facebook,,,Member - Gedachtesiwweling mbt de beleidsuitdagingen en opportuniteiten (technologie),Gedachtewisseling met Facebook,ASP,05/11/2019
Kris PEETERS,197420,EPP,Belgium,"KAS-members, ICMPD's experts, MEP's LIBE & EPP members",,,"Member - Migration briefing on ""Breaking Gridlocks and moving on reccomandations for the next five years of EU migration policy""",Migration Briefing/Discussion,"KAS, Brussel",04/11/2019
Kris PEETERS,197420,EPP,Belgium,"RTV, Voka",,,"Member - Debat ""Project Europa onder druk"" - mbt Brexit, Turkije, Catalonië",RTV (Kempen-Mechelen) - debat,Laakdal,26/10/2019
Kris PEETERS,197420,EPP,Belgium,Laatste jaarstudenten en docenten AP Hogeschool Antwerpen,,,Member - Verwelkoming en toelichting MEP-schap,Bezoek AP Hogeschool Antwerpen aan het EP te Straatsburg,EP Straatsburg,23/10/2019
Kris PEETERS,197420,EPP,Belgium,"Voka, MEP's",,,Member - Diner meeting,Diner meeting,Strasbourg,23/10/2019
Kris PEETERS,197420,EPP,Belgium,Members EFJ,['Introduction and discussion: the deepening of the single market and the issue of synthetic diamonds and consumer protection'],['IMCO'],Member,Meeting European Federation of Jewellery (EFJ),EP Strasbourg,23/10/2019
Kris PEETERS,197420,EPP,Belgium,Voka,,,Member - Bilarerale meeting mbt de prioriteiten van de Europese Commissie 2019-2024,Bilaterale meeting,EP Straatsburg,22/10/2019
Kris PEETERS,197420,EPP,Belgium,leden EP-HK Friendship Group en MEP's,,,Member - Introductiemeeting EP-HK Friendship Group,Lunchmeeting EP-HK Friendship Group,"EP, Straatsburg",22/10/2019
Kris PEETERS,197420,EPP,Belgium,Leden My Utopia,,,"Member - Introductie & gedachtewisseling mbt actuele EU-thema's (Brexit, aanstelling EU-commissarissen e.a.)","Meeting jongerenbeweging ""My Utopia""",EP,17/10/2019
Kris PEETERS,197420,EPP,Belgium,"BNP Paribas Fortis, Lannoo Campus, diverse genodigden",,,"Member - Boekvoorstelling Herman Daems ""Geheimen van de Bestuurskamer""",Boekvoorstelling,"BOZAR, Brussel",16/10/2019
Kris PEETERS,197420,EPP,Belgium,Probus Gent Borluut,,,Member - Welkkomstwoord door MEP met toelichting uitdagingen EP bij aanvang van de nieuwe legislatuur,Lunchmeeting bezoekers Europees Parlement,PHS,16/10/2019
Kris PEETERS,197420,EPP,Belgium,"Leden Europe Direct, VIP-bezoekers en MEP's",,,Member - Lunchcauserie Europe Direct mede op initiatief van het Belgisch Informatiebureau bij het EP - bespreking actuele Europese thema's,Lunchcauserie,"ASP, MEP salon Brussel",09/10/2019
Kris PEETERS,197420,EPP,Belgium,"Leden Boerenbond, Belgische politici, MEP's, ..","['Jaarlijkse meeting BB, deze editie mbt actuele onderwerpen Vlaamse Land- en Tuinbouw en op het Vlaamse platteland']",['AGRI'],Member,Nazomerontmoeting Boerenbond,Vlaams Parlement,03/10/2019
Kris PEETERS,197420,EPP,Belgium,Belgische vakbonden en Belgische MEP's,,,"Member - Briefing Belgische vakbonden aan Euro-parlementsleden België + voorstelling prioriteiten MEP""s",Lunchmeeting,ASP,01/10/2019
Kris PEETERS,197420,EPP,Belgium,Invité(e)s,,,Member - 60ème Anniversaire de l' Ordre des Experts-Comptables & Comptables brevétés de Belgique,60ème Anniversaire de l' Ordre des Experts-Comptables & Comptables brevétés de Belgique,Palais d' Egmont,30/09/2019
Kris PEETERS,197420,EPP,Belgium,EPRS,,,Member - Introduction,Directorate-General for Parliamentary Research Services,ASP,30/09/2019
Kris PEETERS,197420,EPP,Belgium,CD&V-deputés & MEP's,,,"Member - Gedachtewisseling, EU ten aanzien van de Vlaamse provincies",Lunchmeeting,"Salons De Waerboom, Groot-Bijgaarden",27/09/2019
Kris PEETERS,197420,EPP,Belgium,AB InBev,['Toelichting Road Sefety Strategy AB InBev'],['IMCO'],Member,Meeting,ASP,27/09/2019
Kris PEETERS,197420,EPP,Belgium,British Chamber of Commerce,,,Member - Toespraak,British Chamber of Commerce/The Quintessential British Jolly,"Stanhope Hotel, Brussel",26/09/2019
Kris PEETERS,197420,EPP,Belgium,Diverse,,,Member - Toespraak tgv opening vernieuwde zaal,Opening vernieuwde zaal Morres Meubel,"Morres Meubel, Hulst, Nederland",25/09/2019
Kris PEETERS,197420,EPP,Belgium,Diverse genodigde politieke en bedrijfswereld,,,"Member - Start Event UNIZO, jaarlijkse activiteit",Start Event UNIZO,"Event Lounge, Schaarbeek",24/09/2019
Kris PEETERS,197420,EPP,Belgium,VBO-leden en MEP's,,,Member - Voorstelling Belgische EVP-delegatie in het Europees Parlement,VBO - Meet & Greet,"Renaissance Hotel, Brussel",23/09/2019
Kris PEETERS,197420,EPP,Belgium,"Konrad Adenauer Stiftung, MEP's, ...",,,Member - Europese Unie na de verkiezingen,KAS/German-Dutch-Belgian Meeting,Hotel Château St.-Gerlach - Valkenburg (NL),20/09/2019
Kris PEETERS,197420,EPP,Belgium,"Fevia, MEP's",,,Member - Introductiemeeting & EU-dossiers 2019-2024,Diner meeting,"Maison Kammerzell, Strasbourg",16/09/2019
Kris PEETERS,197420,EPP,Belgium,Special Representative for Hong Kong Economic & Trade Affairs to the EU,['Introduction meeting'],['AFET'],Member,Lunch meeting,"Maison du Luxembourg, Brussels",13/09/2019
Kris PEETERS,197420,EPP,Belgium,"MEP's, SME-United, Eurochambers and Business Europe",,,Member - Lunch discussion - A new EU SMEs Strategy,Lunch discussion - A new EU SMEs Strategy,MEP's Salon Brussels,12/09/2019
Kris PEETERS,197420,EPP,Belgium,"Uitgeverij, auteur, genodigden",,,"Member - Boekvoorstelling ""Egopreneur"" van Paul Van den Bosch",Boekvoorstelling,"den Eyck, Kasterlee",10/09/2019
Kris PEETERS,197420,EPP,Belgium,leden High Level Group Brexit,['Stand van zaken Brexit-dossier'],['AFET'],Member,Lunhmeeting High Level Group Brexit,Kabinet van Vice-eersteminister Wouter Beke,10/09/2019
Mauri PEKKARINEN,197563,RE,Finland,"Puuinfo, Finnish Forest Foundation",['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,Wood construction current affairs and future prospects,Helsinki,08/02/2020
Mauri PEKKARINEN,197563,RE,Finland,Luonnonvarakeskus LUKE,['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,Debate on research on global forest protection,Brussels,05/02/2020
Mauri PEKKARINEN,197563,RE,Finland,"Metsäkeskus, Metsähallitus, Luonnonvarakeskus, MTK",['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,Lapland´s foresters´ dinner debate,Brussels,04/02/2020
Mauri PEKKARINEN,197563,RE,Finland,Forest based sector technology platform,['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,EU research and innovation in forest based sector,Brussels,23/01/2020
Mauri PEKKARINEN,197563,RE,Finland,"CEPI European Paper Industry, IUCN The International Union for Conservation of Nature, EFI European Forest Industry, EOS European Sawmill Industry, CEI-BOIS European Woodworking industries, WWF, CEPF European forest owners, EUSTAFOR European state owned forest",['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,Brussels based forest related stakeholders´ meeting,Brussels,21/01/2020
Mauri PEKKARINEN,197563,RE,Finland,Central Union of Agricultural Producers and Forest Owners,['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,European private forest owners´ current affairs and future prospects,Helsinki,17/01/2020
Mauri PEKKARINEN,197563,RE,Finland,Finnish Sawmills Association,['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,European sawmill industry´s current affairs and future prospects,Brussels,08/01/2020
Mauri PEKKARINEN,197563,RE,Finland,Finnish Forest Industries Federation,['Opinion on The European Forest Strategy - The Way Forward'],['ITRE'],Rapporteur,Forest industry´s current affairs and future prospects,Brussels,08/01/2020
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Jason Dong,['none'],['ITRE'],Member,Perspectives of electromobility,Brussels,05/02/2020
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Maria Sotiriou,['none'],['ITRE'],Member,Mobile industry,Brussels,04/02/2020
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Jana Adráščíková,"['', 'none']","['ECON', 'ITRE']",Member,Czech insurance companies association,Brussels,23/01/2020
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Hana Tenglerová,['Hearing of Jean Eric Paequet'],['ITRE'],Member,Gender equality in industry,Email,14/01/2020
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Ioannis Tzouros,['none'],['ITRE'],Member,"Alber & Geiger, European gambling operator",Brussels,12/12/2019
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,"Lucie Šarkadyová, Patrice Leurent",['none'],['ITRE'],Member,Ecumenical Accompaniment Programme in Palestine and Israel,Brussels,12/12/2019
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Beatrice Klose,['none'],['ITRE'],Member,Intergraf,Brussels,12/12/2019
Mikuláš PEKSA,197539,Greens / EFA,Czech Republic,Gabriel de Couessin,['none'],['ITRE'],Member,European association of electricity industry,Brussels,26/11/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,BEUC,"['Une stratégie ""De la ferme à la fourchette"" pour un système alimentaire équitable, sain et respectueux de l\'environnement']",['IMCO'],Shadow rapporteur,"Alimentation, nutriscore, Feuille de route ""De la Ferme à la Fourchette""",Webmeeting,15/06/2020
Anne-Sophie PELLETIER,197527,GUE / NGL,France,EPSU,[''],['PETI'],Member,"Droits des personnels et des usagers dans les EHPAD européens, en lien avec la crise sanitaire Covid-19",Webmeeting,12/06/2020
Anne-Sophie PELLETIER,197527,GUE / NGL,France,HOP,['Vers un marché unique durable pour les entreprises et les consommateurs'],['IMCO'],Shadow rapporteur,"Réparabilité, obsolescence programmée, droits des consommateurs, interopérabilité",Webmeeting,10/06/2020
Anne-Sophie PELLETIER,197527,GUE / NGL,France,"Syndicat national de l'édition, Fédération des éditeurs européens","['IA in education, culture and audiovisual sector']",['IMCO'],Shadow rapporteur,Droit de propriété et intelligence artificielle,Bruxelles,07/02/2020
Anne-Sophie PELLETIER,197527,GUE / NGL,France,Forum Civique Européen,[''],['LIBE'],Member,Etat de droit dans l'UE,Bruxelles,05/02/2020
Anne-Sophie PELLETIER,197527,GUE / NGL,France,"Autism Europe, Inclusion Europe, Mental health Europe, Forum européen des personnes handicapées, European Disability Forum",[''],['LIBE'],Member,Droit des personnes en situation de handicap,Bruxelles,04/02/2020
Anne-Sophie PELLETIER,197527,GUE / NGL,France,Adapei du Territoire de Belfort,[''],['LIBE'],Member,Droits des personnes en situation de handicap,Belfort,29/11/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,CGT Santé Action Sociale,[''],['LIBE'],Member,Lanceur d'alerte,Montreuil,15/11/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,European Prison Litigation Network,[''],['LIBE'],Member,Droit des détenus,Bruxelles,14/11/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,Les Kellys,[''],['LIBE'],Member,Défense des droits des prestataires de services,Bruxelles,05/11/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,Alstom,[''],['IMCO'],Member,Politique industrielle,Bruxelles,04/11/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,Welfarm,[''],['TRAN'],Member,Bien-être animal,Bruxelles,23/10/2019
Anne-Sophie PELLETIER,197527,GUE / NGL,France,Fondation Brigitte BARDOT,[''],['TRAN'],Member,Bien-être animal,Bruxelles,08/10/2019
